2.001;0;(1.16, 1.34, -8.97);73.6;-1;-1;-1;-1;13.20;14.36;15.69;17.14;18.70;20.34;22.03;-1;-1;-1;10.48;11.56;12.86;14.33;15.91;17.58;19.31;21.09;-1;-1;-1;8.78;10.05;11.53;13.14;14.85;16.63;18.45;20.30;-1;-1;6.05;7.24;8.74;10.40;12.17;14.00;15.87;17.77;19.69;-1;-1;4.47;5.98;7.72;9.57;11.46;13.39;15.33;17.29;19.26;-1;1.85;3.36;5.21;7.14;9.10;11.08;13.06;15.05;17.04;19.03;1.70;1.66;3.26;5.15;7.10;9.07;11.05;13.04;15.03;17.02;19.02;3.20;3.18;4.24;5.82;7.60;9.46;11.38;13.32;15.27;17.24;19.21;5.06;5.05;5.77;7.01;8.55;10.24;12.03;13.88;15.76;17.67;19.60;7.00;6.99;7.53;8.52;9.82;11.33;12.97;14.70;16.49;18.32;20.19;8.96;8.95;9.38;10.19;11.30;12.63;14.12;15.73;17.41;19.16;20.95
2.203;0;(1.16, 1.34, -8.97);73.6;-1;-1;-1;-1;13.20;14.36;15.69;17.14;18.70;20.34;22.03;-1;-1;-1;10.48;11.56;12.86;14.33;15.91;17.58;19.31;21.09;-1;-1;-1;8.78;10.05;11.53;13.14;14.85;16.63;18.45;20.30;-1;-1;6.05;7.24;8.74;10.40;12.17;14.00;15.87;17.77;19.69;-1;-1;4.47;5.98;7.72;9.57;11.46;13.39;15.33;17.29;19.26;-1;1.85;3.36;5.21;7.14;9.10;11.08;13.06;15.05;17.04;19.03;1.70;1.66;3.26;5.15;7.10;9.07;11.05;13.04;15.03;17.02;19.02;3.20;3.18;4.24;5.82;7.60;9.46;11.38;13.32;15.27;17.24;19.21;5.06;5.05;5.77;7.01;8.55;10.24;12.03;13.88;15.76;17.67;19.60;7.00;6.99;7.53;8.52;9.82;11.33;12.97;14.70;16.49;18.32;20.19;8.96;8.95;9.38;10.19;11.30;12.63;14.12;15.73;17.41;19.16;20.95
2.404;0;(1.16, 1.34, -8.97);73.6;-1;-1;-1;-1;13.20;14.36;15.69;17.14;18.70;20.34;22.03;-1;-1;-1;10.48;11.56;12.86;14.33;15.91;17.58;19.31;21.09;-1;-1;-1;8.78;10.05;11.53;13.14;14.85;16.63;18.45;20.30;-1;-1;6.05;7.24;8.74;10.40;12.17;14.00;15.87;17.77;19.69;-1;-1;4.47;5.98;7.73;9.57;11.46;13.39;15.33;17.29;19.26;-1;1.85;3.36;5.21;7.14;9.10;11.08;13.06;15.05;17.04;19.03;1.70;1.66;3.26;5.15;7.10;9.07;11.05;13.04;15.03;17.02;19.02;3.20;3.18;4.24;5.82;7.60;9.46;11.38;13.32;15.27;17.24;19.21;5.06;5.05;5.77;7.01;8.55;10.24;12.03;13.88;15.76;17.67;19.60;7.00;6.99;7.53;8.52;9.82;11.33;12.97;14.70;16.49;18.32;20.19;8.96;8.95;9.38;10.19;11.30;12.63;14.12;15.73;17.41;19.16;20.95
2.653;0;(1.16, 1.34, -8.97);73.6;-1;-1;-1;-1;13.20;14.36;15.69;17.14;18.70;20.34;22.03;-1;-1;-1;10.48;11.56;12.86;14.33;15.91;17.58;19.31;21.09;-1;-1;-1;8.78;10.05;11.53;13.14;14.85;16.63;18.45;20.30;-1;-1;6.05;7.24;8.74;10.40;12.17;14.00;15.87;17.77;19.69;-1;-1;4.47;5.98;7.73;9.57;11.46;13.39;15.33;17.29;19.26;-1;1.85;3.36;5.21;7.14;9.10;11.08;13.06;15.05;17.04;19.03;1.70;1.66;3.26;5.15;7.10;9.07;11.05;13.04;15.03;17.02;19.02;3.20;3.18;4.24;5.82;7.60;9.46;11.38;13.32;15.27;17.24;19.21;5.06;5.05;5.77;7.01;8.55;10.24;12.03;13.88;15.76;17.67;19.60;7.00;6.99;7.53;8.52;9.82;11.33;12.97;14.70;16.49;18.32;20.19;8.96;8.95;9.38;10.19;11.30;12.63;14.12;15.73;17.41;19.16;20.95
2.804;0;(1.15, 1.34, -8.93);69.0;-1;-1;-1;12.24;13.17;14.33;15.65;17.11;18.67;20.30;22.00;-1;-1;-1;10.45;11.53;12.83;14.30;15.88;17.55;19.28;21.06;-1;-1;-1;8.75;10.02;11.49;13.11;14.82;16.59;18.41;20.27;-1;-1;6.02;7.21;8.70;10.37;12.13;13.96;15.83;17.73;19.65;-1;-1;4.43;5.95;7.69;9.53;11.43;13.35;15.30;17.26;19.22;-1;1.82;3.33;5.18;7.11;9.07;11.05;13.03;15.02;17.01;19.00;1.73;1.65;3.23;5.12;7.07;9.04;11.02;13.01;15.00;16.99;18.98;3.22;3.18;4.23;5.80;7.57;9.44;11.35;13.29;15.24;17.20;19.18;5.08;5.05;5.77;7.00;8.53;10.22;12.01;13.85;15.74;17.65;19.57;7.01;6.99;7.53;8.51;9.80;11.31;12.95;14.67;16.46;18.30;20.16;8.98;8.96;9.38;10.19;11.29;12.62;14.11;15.71;17.39;19.14;20.93
3.003;0;(0.94, 1.34, -8.58);37.6;11.09;11.01;11.29;11.91;12.81;13.95;15.26;16.71;18.26;19.89;21.59;9.12;9.02;9.37;10.10;11.15;12.44;13.89;15.47;17.14;18.87;20.65;7.17;7.05;7.48;8.38;9.62;11.09;12.70;14.41;16.18;18.01;19.86;-1;5.09;5.68;6.82;8.30;9.96;11.72;13.56;15.43;17.33;19.25;-1;3.18;4.05;5.55;7.28;9.13;11.03;12.96;14.91;16.87;18.84;-1;1.53;2.94;4.79;6.73;8.70;10.67;12.66;14.65;16.64;18.63;2.07;1.61;2.98;4.82;6.75;8.71;10.68;12.67;14.66;16.65;18.64;3.54;3.29;4.14;5.61;7.33;9.17;11.06;12.99;14.93;16.89;18.86;5.36;5.20;5.78;6.90;8.37;10.01;11.77;13.60;15.47;17.37;19.28;7.28;7.16;7.59;8.48;9.71;11.16;12.76;14.46;16.23;18.05;19.90;9.23;9.14;9.48;10.20;11.24;12.52;13.97;15.54;17.20;18.92;20.70
3.201;0;(0.60, 1.34, -8.08);8.8;10.83;10.65;10.85;11.41;12.27;13.37;14.66;16.10;17.65;19.29;20.98;8.88;8.67;8.91;9.58;10.58;11.85;13.29;14.86;16.53;18.26;20.05;6.96;6.69;7.00;7.83;9.03;10.49;12.09;13.80;15.58;17.41;19.27;5.10;4.72;5.16;6.24;7.70;9.36;11.13;12.97;14.85;16.76;18.68;3.40;2.81;3.49;4.95;6.70;8.55;10.46;12.40;14.35;16.32;18.29;-1;1.22;2.41;4.26;6.20;8.17;10.15;12.14;14.13;16.12;18.12;-1;1.76;2.72;4.44;6.33;8.27;10.23;12.20;14.19;16.17;18.16;4.05;3.56;4.12;5.41;7.04;8.83;10.69;12.59;14.52;16.47;18.42;5.83;5.50;5.88;6.85;8.20;9.77;11.48;13.27;15.11;16.99;18.90;7.72;7.48;7.76;8.52;9.63;11.01;12.55;14.20;15.94;17.73;19.56;9.65;9.46;9.68;10.30;11.24;12.44;13.82;15.34;16.96;18.65;20.40
3.403;0;(0.32, 1.34, -7.61);353.7;10.65;10.38;10.50;10.99;11.80;12.87;14.14;15.57;17.12;18.75;20.44;8.72;8.40;8.54;9.13;10.09;11.33;12.76;14.33;15.99;17.72;19.51;6.84;6.42;6.61;7.36;8.52;9.95;11.55;13.26;15.05;16.88;18.74;5.05;4.47;4.73;5.73;7.16;8.82;10.59;12.44;14.32;16.23;18.17;3.50;2.58;3.02;4.42;6.17;8.03;9.95;11.89;13.85;15.82;17.80;-1;1.18;1.96;3.78;5.72;7.69;9.68;11.66;13.66;15.65;17.65;-1;2.02;2.56;4.12;5.95;7.87;9.81;11.78;13.76;15.74;17.72;4.51;3.85;4.15;5.26;6.79;8.52;10.35;12.23;14.14;16.07;18.02;6.25;5.79;6.00;6.81;8.05;9.55;11.21;12.97;14.79;16.65;18.53;8.11;7.76;7.92;8.55;9.57;10.86;12.35;13.96;15.66;17.43;19.24;10.02;9.74;9.87;10.38;11.24;12.36;13.68;15.15;16.73;18.40;20.12
3.603;0;(0.10, 1.34, -7.15);346.4;10.54;10.19;10.22;10.63;11.39;12.42;13.67;15.08;16.62;18.24;19.93;8.65;8.21;8.25;8.75;9.66;10.86;12.27;13.82;15.48;17.21;19.00;6.81;6.25;6.29;6.95;8.05;9.46;11.05;12.76;14.54;16.37;18.24;5.10;4.32;4.39;5.28;6.67;8.31;10.09;11.93;13.82;15.73;17.67;3.69;2.50;2.62;3.93;5.67;7.53;9.45;11.40;13.36;15.34;17.31;-1;1.36;1.57;3.33;5.26;7.23;9.22;11.21;13.20;15.19;17.19;-1;2.34;2.47;3.83;5.60;7.48;9.41;11.37;13.33;15.31;17.29;-1;4.13;4.21;5.13;6.55;8.22;10.01;11.87;13.76;15.69;17.63;6.64;6.06;6.11;6.78;7.91;9.34;10.95;12.67;14.46;16.30;18.17;8.47;8.02;8.06;8.58;9.50;10.71;12.14;13.71;15.38;17.13;18.92;10.36;10.00;10.03;10.45;11.22;12.26;13.53;14.95;16.50;18.14;19.84
3.804;0;(-0.11, 1.34, -6.69);342.7;10.48;10.04;9.97;10.31;11.00;11.99;13.21;14.61;16.13;17.75;19.43;8.62;8.07;7.99;8.41;9.24;10.40;11.79;13.33;14.99;16.71;18.50;6.84;6.13;6.03;6.57;7.61;8.98;10.56;12.26;14.04;15.87;17.74;5.22;4.24;4.09;4.85;6.19;7.82;9.59;11.43;13.32;15.24;17.18;3.95;2.53;2.28;3.46;5.17;7.04;8.96;10.91;12.88;14.85;16.83;-1;1.69;1.27;2.90;4.81;6.78;8.76;10.75;12.74;14.73;-1;-1;-1;2.46;3.58;5.25;7.10;9.01;10.95;12.91;14.88;16.86;-1;4.44;4.30;5.03;6.33;7.93;9.67;11.51;13.38;15.29;17.22;-1;6.33;6.24;6.76;7.78;9.12;10.68;12.36;14.13;15.95;17.81;8.82;8.28;8.21;8.61;9.43;10.57;11.93;13.46;15.10;16.82;18.59;10.69;10.25;10.19;10.51;11.19;12.17;13.37;14.75;16.26;17.87;19.54
4.005;0;(-0.30, 1.34, -6.23);340.9;10.46;9.92;9.76;10.01;10.64;11.58;12.77;14.14;15.65;17.26;18.94;8.64;7.97;7.78;8.09;8.85;9.96;11.32;12.85;14.49;16.22;18.00;6.92;6.06;5.80;6.21;7.18;8.51;10.07;11.76;13.54;15.37;17.24;5.39;4.24;3.86;4.45;5.72;7.33;9.09;10.93;12.82;14.74;16.68;4.27;2.67;2.02;3.00;4.68;6.55;8.47;10.43;12.39;14.37;16.35;-1;-1;1.13;2.49;4.37;6.33;8.30;10.29;12.28;14.27;-1;-1;-1;2.54;3.37;4.93;6.73;8.61;10.54;12.49;14.45;16.43;-1;4.77;4.43;4.96;6.12;7.64;9.35;11.15;13.01;14.90;16.82;-1;6.63;6.39;6.77;7.66;8.92;10.42;12.06;13.80;15.60;17.44;9.18;8.55;8.37;8.66;9.38;10.43;11.74;13.22;14.82;16.51;18.26;11.02;10.50;10.36;10.59;11.18;12.08;13.23;14.56;16.02;17.60;19.25
4.204;0;(-0.48, 1.34, -5.77);340.1;10.47;9.83;9.58;9.74;10.29;11.18;12.33;13.68;15.17;16.77;18.45;8.69;7.91;7.60;7.79;8.48;9.53;10.86;12.37;14.00;15.72;17.50;7.03;6.05;5.62;5.89;6.76;8.05;9.59;11.27;13.04;14.87;16.74;5.60;4.30;3.68;4.08;5.26;6.84;8.59;10.44;12.33;14.25;16.19;-1;2.90;1.87;2.56;4.20;6.06;7.99;9.94;11.91;13.89;15.88;-1;-1;1.19;2.12;3.94;5.89;7.86;9.84;11.83;-1;-1;-1;-1;2.71;3.23;4.64;6.37;8.22;10.13;12.07;14.03;16.00;-1;-1;4.61;4.94;5.95;7.38;9.03;10.80;12.64;14.52;16.43;-1;6.94;6.57;6.80;7.57;8.74;10.17;11.77;13.48;15.26;17.08;-1;8.84;8.55;8.73;9.34;10.31;11.55;12.98;14.55;16.21;17.94;11.35;10.77;10.54;10.68;11.19;12.01;13.09;14.37;15.80;17.34;18.96
4.404;0;(-0.67, 1.34, -5.30);339.6;10.50;9.77;9.42;9.48;9.96;10.79;11.90;13.22;14.70;16.29;17.96;8.77;7.89;7.44;7.52;8.11;9.11;10.40;11.89;13.52;15.23;17.00;7.19;6.07;5.48;5.59;6.36;7.60;9.11;10.78;12.54;14.37;16.24;5.86;4.42;3.57;3.73;4.81;6.35;8.10;9.94;11.83;13.76;15.70;-1;3.19;1.84;2.15;3.72;5.57;7.50;9.46;11.43;13.41;15.40;-1;-1;1.44;1.81;3.53;5.45;7.41;9.39;11.37;-1;-1;-1;-1;2.95;3.15;4.38;6.03;7.85;9.74;11.66;13.61;15.57;-1;-1;4.84;4.96;5.81;7.14;8.73;10.46;12.27;14.14;16.03;-1;7.27;6.79;6.88;7.52;8.58;9.94;11.49;13.17;14.92;16.73;-1;9.14;8.76;8.83;9.33;10.22;11.38;12.76;14.28;15.91;17.62;11.70;11.05;10.74;10.80;11.22;11.96;12.97;14.19;15.58;17.08;18.68
4.604;0;(-0.85, 1.34, -4.84);339.4;10.56;9.74;9.29;9.25;9.64;10.41;11.47;12.77;14.22;15.80;17.47;8.88;7.89;7.32;7.28;7.77;8.70;9.95;11.42;13.03;14.73;16.51;7.37;6.14;5.39;5.33;5.98;7.15;8.63;10.28;12.05;13.87;15.74;6.14;4.59;3.52;3.43;4.37;5.87;7.60;9.44;11.34;13.26;15.21;-1;3.53;1.95;1.78;3.24;5.08;7.01;8.97;10.95;12.93;14.92;-1;-1;-1;1.60;3.15;5.02;6.97;8.94;-1;-1;-1;-1;-1;3.25;3.15;4.16;5.71;7.48;9.35;11.26;13.19;15.15;-1;-1;5.10;5.03;5.72;6.93;8.45;10.14;11.92;13.76;15.65;-1;-1;7.03;6.98;7.49;8.45;9.73;11.23;12.86;14.59;16.38;-1;9.46;8.99;8.95;9.35;10.14;11.23;12.55;14.03;15.63;17.31;-1;11.35;10.96;10.93;11.26;11.92;12.87;14.03;15.37;16.84;18.41
4.805;0;(-1.03, 1.34, -4.37);339.3;10.64;9.74;9.18;9.04;9.34;10.03;11.05;12.31;13.75;15.32;16.97;9.02;7.93;7.24;7.06;7.44;8.29;9.50;10.94;12.54;14.24;16.01;7.59;6.25;5.34;5.10;5.61;6.70;8.15;9.79;11.55;13.37;15.24;6.45;4.81;3.55;3.18;3.94;5.39;7.11;8.94;10.84;12.76;14.71;-1;-1;2.18;1.49;2.77;4.60;6.53;8.49;10.47;12.45;14.44;-1;-1;-1;1.53;2.79;4.61;6.54;8.50;10.47;12.46;14.44;-1;-1;-1;3.23;3.99;5.42;7.13;8.96;10.85;12.78;-1;-1;-1;5.39;5.15;5.66;6.75;8.18;9.82;11.57;13.39;15.26;-1;-1;7.29;7.12;7.49;8.34;9.54;10.98;12.57;14.27;16.03;-1;9.79;9.24;9.10;9.40;10.09;11.10;12.36;13.79;15.35;17.00;-1;11.66;11.20;11.09;11.33;11.91;12.78;13.89;15.18;16.61;18.15
5.005;0;(-1.21, 1.34, -3.90);339.3;10.75;9.76;9.10;8.85;9.06;9.68;10.64;11.87;13.28;14.83;16.48;9.19;8.00;7.19;6.87;7.13;7.90;9.06;10.47;12.05;13.74;15.51;7.83;6.39;5.34;4.91;5.26;6.27;7.68;9.30;11.05;12.87;14.74;6.79;5.07;3.65;2.99;3.54;4.91;6.61;8.45;10.34;12.27;14.22;-1;-1;2.48;1.33;2.32;4.12;6.05;8.01;9.99;11.98;13.97;-1;-1;-1;1.61;2.49;4.22;6.12;8.07;10.03;12.01;14.00;-1;-1;-1;3.38;3.88;5.16;6.80;8.60;10.46;-1;-1;-1;-1;5.72;5.32;5.65;6.60;7.94;9.53;11.24;13.04;14.89;-1;-1;7.58;7.29;7.53;8.27;9.38;10.75;12.30;13.96;15.70;-1;10.14;9.51;9.27;9.46;10.06;10.99;12.18;13.57;15.09;16.71;-1;11.98;11.45;11.26;11.42;11.92;12.71;13.76;15.00;16.39;17.89
5.200;0;(-1.39, 1.34, -3.45);339.2;10.87;9.80;9.05;8.70;8.80;9.34;10.25;11.44;12.83;14.37;16.00;9.37;8.10;7.17;6.72;6.85;7.53;8.63;10.02;11.58;13.26;15.02;8.08;6.57;5.38;4.77;4.95;5.86;7.22;8.82;10.57;12.39;14.26;7.13;5.36;3.80;2.87;3.17;4.45;6.13;7.96;9.86;11.79;13.74;-1;-1;-1;1.35;1.90;3.66;5.58;7.55;9.53;11.51;13.50;-1;-1;-1;1.83;2.27;3.86;5.72;7.65;9.61;11.58;13.56;-1;-1;-1;3.59;3.83;4.95;6.50;8.25;-1;-1;-1;-1;-1;-1;5.52;5.68;6.48;7.73;9.25;10.93;12.70;14.52;-1;-1;7.89;7.48;7.60;8.22;9.24;10.54;12.04;13.66;15.38;-1;-1;9.79;9.46;9.56;10.06;10.90;12.03;13.36;14.84;16.43;-1;12.31;11.72;11.45;11.53;11.94;12.67;13.65;14.83;16.18;17.65
5.406;0;(-1.57, 1.34, -2.97);339.2;11.03;9.87;9.02;8.56;8.55;9.00;9.84;10.99;12.35;13.87;15.50;9.59;8.23;7.19;6.60;6.59;7.16;8.19;9.54;11.08;12.76;14.51;8.38;6.79;5.47;4.67;4.66;5.44;6.74;8.32;10.06;11.88;13.74;7.52;5.69;4.03;2.84;2.82;3.98;5.63;7.45;9.35;11.28;13.24;-1;-1;-1;1.54;1.50;3.18;5.10;7.06;9.04;11.03;13.02;-1;-1;-1;2.16;2.13;3.52;5.32;7.22;9.17;11.13;13.11;-1;-1;-1;3.87;3.85;4.76;6.21;7.90;9.71;-1;-1;-1;-1;-1;5.77;5.75;6.40;7.54;8.98;10.61;12.35;14.15;-1;-1;8.23;7.72;7.71;8.20;9.12;10.34;11.79;13.37;15.05;-1;-1;10.10;9.69;9.68;10.08;10.84;11.89;13.16;14.60;16.15;-1;12.66;12.01;11.67;11.66;11.99;12.64;13.55;14.68;15.98;17.41
